step byteswritten deletes hits images imagesizes inserts merges pkgs realsize reqsize size upkgs usize
628 24690525574774 80 72 25 69705523494 105 452 25219 67651500413 37208359486 1341947190308 5795 374570936326
629 24703084186188 80 72 26 68678511953 106 452 25439 12558611414 12558611414 1354505801722 5795 374570936326
630 24767858429942 80 72 26 68678511953 106 453 25721 64774243754 32404986098 1364816680057 5839 377104586916
631 24774114729608 80 72 27 67651500413 107 453 25809 6256299666 6256299666 1371072979723 5839 377104586916
632 24774114729608 80 73 27 67651500413 107 453 25809 82682264939 14334759593 1371072979723 5839 377104586916
633 24815627377892 80 73 27 67651500413 107 454 26026 41512648284 20383625858 1380323542511 5847 377706968076
634 24867622112404 80 73 27 67651500413 107 455 26340 51994734512 25226161423 1390805628739 5891 379472114941
635 24880284179912 80 73 27 67651500413 107 456 26538 12662067508 10006141268 1398234898024 5891 379472114941
636 24901559040677 80 73 27 67651500413 107 457 26677 21274860765 15470136655 1406951147375 5912 379959407241
637 24940443796421 81 73 26 66212872083 107 458 25392 38884755744 35870231900 1363468312117 5800 380334774693
638 24940443796421 81 74 26 66212872083 107 458 25392 14924893842 4440579039 1363468312117 5800 380334774693
639 24999717376973 81 74 26 66212872083 107 459 25760 59273580552 38720726032 1383857136925 5823 384101511471
640 25070182970638 81 74 26 69058547039 107 460 25964 70465593665 30419077779 1395049150038 5844 386454037346
641 25151526272326 81 74 26 70996211920 107 461 26196 81343301688 36426909825 1408740951313 5871 389833754925
642 25243612556009 82 74 25 71526830176 107 462 24968 92086283683 51362445546 1344599353797 5768 378623223031
643 25274731831244 82 74 25 71526830176 107 463 25181 31119275235 19190978272 1354443768267 5781 379330457774
644 25277206412245 82 74 26 68150536965 108 463 25278 2474581001 2474581001 1356918349268 5782 379347596954
645 25321999707814 82 74 26 68150536965 108 464 25536 44793295569 28212029305 1370592369602 5808 379932107014
646 25413364659667 82 74 26 68150536965 108 465 25874 91364951853 36384760163 1382773340433 5865 382546671683
647 25466528528645 82 74 26 68150536965 108 466 26164 53163868978 26749671582 1391143913842 5885 383600064170
648 25524917790512 82 74 26 68150536965 108 467 26255 58389261867 19490990350 1396369306731 5898 384346614007
649 25592542473335 82 74 26 69575756499 108 468 26446 67624682823 34698134731 1406787438157 5919 385860129617
650 25659684785870 83 74 25 67624682823 108 469 25017 67142312535 35319671645 1323740244579 5771 371370424773
651 25759803073735 83 74 25 67624682823 108 470 25106 100118287865 25152865627 1331772248761 5795 374077078939
652 25782123535435 83 74 25 67624682823 108 471 25298 22320461700 11602364310 1339167816619 5803 374758833203
653 25838985932697 83 74 25 67624682823 108 472 25348 56862397262 20457616486 1344035479369 5812 375062824396
654 25858081363082 83 74 26 67383497679 109 472 25661 19095430385 19095430385 1363130909754 5818 375365898404
655 25889723347288 83 74 26 67383497679 109 473 25748 31641984206 18850089670 1372452432260 5830 378711292819
656 25958481499927 83 74 26 68191417731 109 474 25932 68758152639 34603686663 1384348187637 5849 379941145034
657 26067036853749 83 74 26 68191417731 109 475 26131 108555353822 35001086391 1392785253594 5899 382222097780
658 26086864638665 83 74 26 68191417731 109 476 26365 19827784916 17229976267 1407741178327 5910 384624863085
659 26164275917130 85 74 24 74052851732 109 477 26322 77411278465 34963993365 1404670853204 5936 385264903606
660 26198775395634 86 74 23 71526830176 109 478 24993 34499478504 24489513255 1335520600091 5817 378654162123
661 26198775395634 86 75 23 71526830176 109 478 24993 71526830176 26544293641 1335520600091 5817 378654162123
662 26285443305246 86 75 23 71526830176 109 479 25073 86667909612 26543087837 1340845208015 5836 379382180403
663 26333196323623 86 75 23 71526830176 109 480 25258 47753018377 28530696972 1354098747888 5855 382121294436
664 26409495475059 86 75 23 76299151436 109 481 25472 76299151436 31634028430 1363255586789 5876 384128633039
665 26481793745138 86 75 23 76299151436 109 482 25569 72298270079 23171047641 1367929174045 5892 384503199266
666 26486826568209 86 75 24 74298710757 110 482 25683 5032823071 5032823071 1372961997116 5892 384503199266
667 26583130075077 86 75 24 74298710757 110 483 25845 96303506868 39374645902 1381498501416 5925 385893413037
668 26598201976389 86 75 24 74298710757 110 484 26032 15071901312 14110116311 1391537579657 5925 385893413037
669 26627867235465 86 75 24 74298710757 110 485 26185 29665259076 23652409054 1406130937421 5933 386376990571
670 26632307814504 88 75 23 72298270079 111 485 24750 4440579039 4440579039 1329691057171 5807 372801506377
671 26632307814504 88 76 23 72298270079 111 485 24750 103605622476 48303369599 1329691057171 5807 372801506377
672 26673092068598 88 76 23 72298270079 111 486 24912 40784254094 20624263115 1340810052189 5819 373225355348
673 26720815481484 88 76 23 72298270079 111 487 25020 47723412886 15268282559 1347749210981 5828 374097079419
674 26720815481484 88 77 23 72298270079 111 487 25020 92412558244 35701883667 1347749210981 5828 374097079419
675 26779957609996 88 77 23 72298270079 111 488 25393 59142128512 33351079367 1359167926607 5857 375151024142
676 26779957609996 88 78 23 72298270079 111 488 25393 84404864738 16417450963 1359167926607 5857 375151024142
677 26779957609996 88 79 23 72298270079 111 488 25393 31641984206 8780662300 1359167926607 5857 375151024142
678 26783564219355 88 79 24 71912550127 112 488 25478 3606609359 3606609359 1362774535966 5859 375168282006
679 26850730756204 88 79 24 71912550127 112 489 25632 67166536849 32887973612 1370798944303 5883 376786023003
680 26892384774963 88 79 24 71912550127 112 490 25803 41654018759 24050646228 1380810978856 5897 377673464619
681 26964124430769 88 79 24 72018962942 112 491 25895 71739655806 21523167508 1385384097813 5906 380151612193
682 27026378547239 88 79 24 72018962942 112 492 26138 62254116470 35538500509 1399885195906 5941 381886338675
683 27076384718521 88 79 24 72018962942 112 493 26398 50006171282 27820133148 1408237348429 5959 382888287298
684 27139194684984 91 79 21 72298270079 112 494 25186 62809966463 32580912613 1341716399182 5854 379757403528
685 27218210330763 91 79 21 76299151436 112 495 25476 79015645779 43447521291 1358477928491 5936 385844755827
686 27238524085649 91 79 22 74298710757 113 495 25846 20313754886 20313754886 1378791683377 5948 387016339736
687 27238524085649 91 80 22 74298710757 113 495 25846 77411278465 19921123541 1378791683377 5948 387016339736
688 27243021011619 91 80 23 72298270079 114 495 25976 4496925970 4496925970 1383288609347 5948 387016339736
689 27279674104716 91 80 23 72298270079 114 496 26217 36653093097 26157438655 1399627947558 5962 389078268373
690 27279674104716 91 81 23 72298270079 114 496 26217 103605622476 48303369599 1399627947558 5962 389078268373
691 27332260643236 91 81 23 72298270079 114 497 26586 52586538520 34968945212 1415561392981 5986 392396063759
692 27339439609144 92 81 23 72298270079 115 497 25317 7178965908 7178965908 1357966115135 5896 386037812204
693 27357969476557 92 81 23 72298270079 115 498 25461 18529867413 16280423466 1371999056578 5901 388059417193
694 27357969476557 92 82 23 72298270079 115 498 25461 92412558244 35701883667 1371999056578 5901 388059417193
695 27421878154326 92 82 23 72298270079 115 499 25698 63908677769 34870874426 1383321195827 5929 391020524324
696 27492051639483 92 82 23 72298270079 115 500 25800 70173485157 28603997154 1390684714521 5947 391923193230
697 27492051639483 92 83 23 72298270079 115 500 25800 71739655806 33351079367 1390684714521 5947 391923193230
698 27504656640962 92 83 23 72298270079 115 501 25911 12605001479 8573185562 1396110750092 5954 392240162090
699 27504656640962 92 84 23 72298270079 115 501 25911 92412558244 27706111096 1396110750092 5954 392240162090
700 27504656640962 92 85 23 72298270079 115 501 25911 92412558244 22391342212 1396110750092 5954 392240162090
701 27504656640962 92 86 23 72298270079 115 501 25911 72298270079 34698134731 1396110750092 5954 392240162090
702 27530206166022 92 86 23 72298270079 115 502 26098 25549525060 13173669301 1403130407739 5959 392800305504
703 27569462971600 93 86 22 74298710757 115 503 26162 39256805578 23652409054 1410581388591 5958 392746698317
704 27569462971600 94 87 21 72298270079 115 503 24560 39256805578 13173669301 1327899123652 5821 380729793854
705 27645708687989 94 87 21 76245716389 115 504 24723 76245716389 41725493173 1340236162272 5861 384878763600
706 27658581609597 94 87 21 76245716389 115 505 24731 12872921608 865034620 1340504082401 5862 384892460678
707 27658581609597 94 88 21 76245716389 115 505 24731 76299151436 28212029305 1340504082401 5862 384892460678
708 27675699173127 94 88 21 76245716389 115 506 24802 17117563530 7401663660 1344748724323 5866 384976495676
709 27725807096725 94 88 21 76245716389 115 507 25026 50107923598 28155550942 1355599842343 5883 385979091504
710 27788769385678 94 88 21 76245716389 115 508 25185 62962288953 27640335962 1368454207698 5903 390563859292
711 27788769385678 94 89 21 76245716389 115 508 25185 76299151436 35319671645 1368454207698 5903 390563859292
712 27790264545253 94 89 22 74271993234 116 508 25211 1495159575 1495159575 1369949367273 5903 390563859292
713 27874136931695 94 89 22 74298710757 116 509 25328 83872386442 30402519428 1377576037326 5922 392345141759
714 27898552214308 94 89 22 74298710757 116 510 25450 24415282613 16832216941 1384873756409 5935 394691058684
715 27898552214308 94 90 22 74298710757 116 510 25450 83872386442 34870874426 1384873756409 5935 394691058684
716 27979898668239 94 90 22 76855214950 116 511 25619 81346453931 38522579235 1393921940261 5971 396926413947
717 28012971209021 94 90 22 76855214950 116 512 25892 33072540782 21197082658 1402579198430 5985 397481349498
718 28018934339865 96 90 20 76855214950 116 513 24039 5963130844 4313483976 1310262217381 5800 387583460000
719 28063575102392 96 90 20 76855214950 116 514 24358 44640762527 26725205472 1321830439126 5815 388510044398
720 28066351716283 96 90 21 76299151436 117 514 24444 2776613891 2776613891 1324607053017 5817 388528074221
721 28066351716283 96 91 21 76299151436 117 514 24444 108555353822 30419077779 1324607053017 5817 388528074221
722 28069643995995 96 91 22 74019403621 118 514 24549 3292279712 3292279712 1327899332729 5818 388528696243
723 28079994856643 96 91 23 71739655806 119 514 24754 10350860648 10350860648 1338250193377 5819 388528752202
724 28079994856643 96 92 23 71739655806 119 514 24754 70173485157 32580912613 1338250193377 5819 388528752202
725 28147138641876 96 92 23 71739655806 119 515 24923 67143785233 20728274155 1342431689657 5830 388756220073
726 28147138641876 96 93 23 71739655806 119 515 24923 67143785233 20728274155 1342431689657 5830 388756220073
727 28220979361010 96 93 23 73840719134 119 516 25053 73840719134 27362264220 1349128623558 5846 389478304182
728 28311514680962 96 93 23 73840719134 119 517 25237 90535319952 32404986098 1360648297731 5880 391590879027
729 28403970480051 96 93 23 73840719134 119 518 25368 92455799089 29893323342 1368699232082 5913 394325893592
730 28456153382941 96 93 23 73840719134 119 519 25513 52182902890 26600750182 1376241372445 5938 397527979073
731 28456153382941 96 94 23 73840719134 119 519 25513 52182902890 26725205472 1376241372445 5938 397527979073
732 28456153382941 96 95 23 73840719134 119 519 25513 77411278465 20383625858 1376241372445 5938 397527979073
733 28533683768493 96 95 23 76299151436 119 520 25684 77530385552 30409050180 1382032102191 5970 398457281592
734 28548796406651 96 95 24 75069935285 120 520 25884 15112638158 15112638158 1397144740349 5975 398667000139
735 28548796406651 96 96 24 75069935285 120 520 25884 108555353822 38720726032 1397144740349 5975 398667000139
736 28576372187491 96 96 24 75069935285 120 521 26107 27575780840 22080328575 1414369660541 5989 399406865725
737 28613945549168 97 96 23 76299151436 120 522 26004 37573361677 19920187084 1404539456462 5973 396820678787
738 28708603719990 98 96 22 76855214950 120 523 24608 94658170822 36577160676 1341002887496 5854 388553495185
739 28791652045884 98 96 22 77470832008 120 524 24781 83048325894 32887325824 1353877728233 5891 392547561345
740 28791652045884 98 97 22 77470832008 120 524 24781 96303506868 31476333672 1353877728233 5891 392547561345
741 28874940966201 98 97 22 79438419741 120 525 24963 83288920317 30688302178 1363325929416 5926 393558831502
742 28888542769464 98 97 23 77530385552 121 525 25257 13601803263 13601803263 1376927732679 5938 394111452997
743 28961107961957 98 97 23 77530385552 121 526 25591 72565192493 41449807209 1397310022282 5956 396799885940
744 29007646458808 98 97 23 77530385552 121 527 25739 46538496851 21177276403 1406275157456 5965 397420045130
745 29009965970956 100 97 22 77470832008 122 527 23900 2319512148 2319512148 1301382437769 5791 384211258163
746 29009965970956 100 98 22 77470832008 122 527 23900 83872386442 26157438655 1301382437769 5791 384211258163
747 29069232180582 100 98 22 77470832008 122 528 24183 59266209626 34678688899 1314110150544 5822 386825427901
748 29069232180582 100 99 22 77470832008 122 528 24183 76299151436 35319671645 1314110150544 5822 386825427901
749 29154412614375 100 99 22 79378866198 122 529 24302 85180433793 34800054844 1321760198785 5859 388446547272
750 29225280154196 100 99 22 79378866198 122 530 24488 70867539821 31778427754 1333361528980 5899 391102274239
751 29253826861337 100 99 22 79378866198 122 531 24717 28546707141 22061546788 1348306432858 5917 392387328496
752 29296128368772 100 99 22 79378866198 122 532 25089 42301507435 32406190699 1362061233152 5933 392686384649
753 29351869231179 100 99 22 79378866198 122 533 25328 55740862407 33914547859 1375500588124 5972 396914856236
754 29368646783724 100 99 23 77411278465 123 533 25634 16777552545 16777552545 1392278140669 5982 397587493460
755 29457897463021 100 99 23 77411278465 123 534 25751 89250679297 28487551483 1397656433524 6006 398125803893
756 29457897463021 100 100 23 77411278465 123 534 25751 89250679297 28487551483 1397656433524 6006 398125803893
757 29470790250285 100 100 23 77411278465 123 535 25857 12892787264 10688948274 1404586089944 6012 398154445844
758 29470790250285 101 101 22 76855214950 123 535 24217 12892787264 10688948274 1312173531700 5854 379635494429
759 29570510089435 101 101 22 76855214950 123 536 24404 99719839150 30240719453 1319437571761 5886 382927847324
760 29570510089435 101 102 22 76855214950 123 536 24404 96303506868 30342687222 1319437571761 5886 382927847324
761 29650329591127 101 102 22 78615390078 123 537 24579 79819501692 30367674818 1328389533632 5917 383595162619
762 29658124265431 101 102 23 77411278465 124 537 24714 7794674304 7794674304 1336184207936 5917 383595162619
763 29662656440371 101 102 24 76855214950 125 537 24753 4532174940 4532174940 1340716382876 5917 383595162619
764 29690955562576 101 102 24 76855214950 125 538 25064 28299122205 23974137999 1356122717817 5938 385022743874
765 29714365226741 101 102 24 76855214950 125 539 25207 23409664165 14034487041 1364419743824 5944 385790712793
766 29714365226741 101 103 24 76855214950 125 539 25207 94658170822 36577160676 1364419743824 5944 385790712793
767 29759827586725 101 103 24 76855214950 125 540 25485 45462359984 35388790040 1386472439643 5958 386332080121
768 29771233580897 101 103 25 76299151436 126 540 25689 11405994172 11405994172 1397878433815 5963 387572739798
769 29840189582579 101 103 25 76299151436 126 541 25949 68956001682 39181514758 1411093573090 6019 391726126585
770 29869302048779 103 103 23 76299151436 126 542 24663 29112466200 24183720697 1345958431612 5868 387422836565
771 29906985346081 103 103 23 76299151436 126 543 24903 37683297302 16379467138 1354529262714 5875 388883821107
772 29906985346081 103 104 23 76299151436 126 543 24903 83288920317 27640335962 1354529262714 5875 388883821107
773 29996589016138 103 104 23 76299151436 126 544 25105 89603670057 33952288072 1360844012454 5932 390924991779
774 30059865043212 103 104 23 76299151436 126 545 25505 63276027074 37462965370 1378657679544 5960 394006880003
775 30088225876445 103 104 23 76299151436 126 546 25687 28360833233 21862666179 1390240960232 5973 394589601136
776 30155722475429 103 104 23 76299151436 126 547 25834 67496598984 26544293641 1394461532142 5996 395236691827
777 30172002898895 103 104 24 74432171964 127 547 26063 16280423466 16280423466 1410741955608 5996 395236691827
778 30172458179173 106 104 22 74432171964 128 547 24339 455280278 455280278 1314593022331 5785 374111196691
779 30210322783780 106 104 22 74432171964 128 548 24505 37864604607 20930595202 1324158504733 5806 374827386360
780 30210322783780 106 105 22 74432171964 128 548 24505 108555353822 51362445546 1324158504733 5806 374827386360
781 30244850009942 106 105 22 74432171964 128 549 24597 34527226162 17836880583 1330324897662 5812 375572558751
782 30302412540600 106 105 22 74432171964 128 550 24979 57562530658 45158938597 1353360202158 5884 379530111544
783 30359119503738 106 105 22 74432171964 128 551 25272 56706963138 37646732189 1372383867994 5910 380998960608
784 30434813500539 106 105 22 75996574118 128 552 25470 75693996801 32182445185 1380581265811 5930 381981257222
785 30459671030312 106 105 22 75996574118 128 553 25637 24857529773 13242336680 1389158372118 5934 382068778065
786 30490448704306 106 105 22 75996574118 128 554 25804 30777673994 17621252372 1395078516339 5943 382289126549
787 30533802377084 106 105 22 75996574118 128 555 26011 43353672778 28487048298 1407654515123 5958 382944271949
788 30551279203824 107 105 22 74129594647 129 555 24726 17476826740 17476826740 1347720063398 5824 376515367894
789 30576554800605 107 105 22 74129594647 129 556 24836 25275596781 13261436377 1355518833439 5830 377008581456
790 30617367211875 107 105 22 74129594647 129 557 25062 40812411270 26908615549 1371055647928 5847 377522254558
791 30665773588478 107 105 22 74129594647 129 558 25243 48406376603 24750577647 1381597419924 5863 378558274374
792 30713339008841 107 105 22 74129594647 129 559 25360 47565420363 20176177404 1388350429017 5878 382251138492
793 30764917110459 107 105 22 74129594647 129 560 25599 51578101618 25930144187 1396574857857 5889 383019825267
794 30823996552932 107 105 22 74129594647 129 561 25806 59079442473 25724622997 1404076198712 5912 386325684803
795 30881390347718 108 105 21 72565192493 129 562 24495 57393794786 25408241331 1330015291001 5788 374020835311
796 30897670771184 108 105 22 70760597087 130 562 24724 16280423466 16280423466 1346295714467 5788 374020835311
797 30949144289690 108 105 22 70760597087 130 563 24861 51473518506 31769027330 1350203812610 5809 374760716209
798 30977008739289 108 105 22 70760597087 130 564 25108 27864449599 20502422570 1361787838743 5814 375268844487
799 30977008739289 108 106 22 70760597087 130 564 25108 99719839150 30854581437 1361787838743 5814 375268844487
800 30983770000227 108 106 22 70760597087 130 565 25143 6761260938 3570505731 1364016924741 5814 375268844487
801 31052464144259 108 106 22 70760597087 130 566 25313 68694144032 34372888492 1375148538115 5828 378027880124
802 31092801944055 108 106 22 70760597087 130 567 25505 40337799796 23667055347 1387621888312 5841 378766002953
803 31092801944055 108 107 22 70760597087 130 567 25505 99719839150 24774102383 1387621888312 5841 378766002953
804 31141175121217 108 107 22 70760597087 130 568 25592 48373177162 22080328575 1395657265678 5841 378766002953
805 31211471381643 108 107 22 71430726459 130 569 25879 70296260426 34164359164 1408559731318 5879 381960575021
806 31223071456490 109 107 22 69626131054 131 569 24566 11600074847 11600074847 1347594613672 5787 372697583431
807 31280788583046 109 107 22 69626131054 131 570 24815 57717126556 27502827606 1356938563066 5811 374241079279
808 31359389285686 109 107 22 72995128613 131 571 25062 78600702640 35683075805 1366845121674 5849 376454010984
809 31359389285686 109 108 22 72995128613 131 571 25062 99719839150 23478391682 1366845121674 5849 376454010984
810 31359389285686 109 109 22 72995128613 131 571 25062 75693996801 35388790040 1366845121674 5849 376454010984
811 31414281546099 109 109 22 72995128613 131 572 25133 54892260413 18491001865 1370263863581 5857 377100664850
812 31485449390126 109 109 22 73430920414 131 573 25380 71167844027 43690318700 1386539447195 5889 379284958214
813 31554688087530 109 109 22 73430920414 131 574 25678 69238697404 34963993365 1398061018043 5931 381003027933
814 31654286471588 109 109 22 73430920414 131 575 25918 99598384058 33943787946 1408408722804 5982 385037630689
815 31718167245611 111 109 20 73430920414 131 576 24466 63880774023 23988349511 1336963870105 5819 377832413137
816 31731327439275 111 109 20 73430920414 131 577 24526 13160193664 5821682800 1338523988922 5821 377884516436
817 31734934048634 111 109 21 71167844027 132 577 24611 3606609359 3606609359 1342130598281 5823 377901774300
818 31810658908593 111 109 21 75693996801 132 578 24711 75724859959 28236570638 1348616760836 5838 378428283154
819 31884405343063 111 109 21 75693996801 132 579 24903 73746434470 33129740900 1358482421283 5877 380551488928
820 31910825334245 111 109 21 75693996801 132 580 25257 26419991182 21292660569 1371742218801 5893 381460477627
821 31950603848258 111 109 21 75693996801 132 581 25530 39778514013 27820133148 1385100741632 5909 382066474657
822 31994201527013 111 109 21 75693996801 132 582 25663 43597678755 23441952477 1388919906374 5922 382259503128
823 31994201527013 111 110 21 75693996801 132 582 25663 455280278 455280278 1388919906374 5922 382259503128
824 32002774712575 111 110 22 74720215635 133 582 25844 8573185562 8573185562 1397493091936 5930 382624174070
825 32085560172943 111 110 22 75709428380 133 583 26055 82785460368 33176254016 1409110708277 5987 385791070975
826 32142720876748 112 110 21 75693996801 133 584 24687 57160703805 35319671645 1337493299534 5882 375940095139
827 32142720876748 112 111 21 75693996801 133 584 24687 59079442473 25724622997 1337493299534 5882 375940095139
828 32219092218098 112 111 21 75724859959 133 585 24853 76371341350 43396739010 1354785198411 5903 378778646696
829 32311894121464 112 111 21 75724859959 133 586 24967 92801903366 30186832913 1364801641409 5922 381125088542
830 32334577721720 112 111 21 75724859959 133 587 25254 22683600256 17135473819 1378912056103 5936 382280232617
831 32421599778729 112 111 21 76371341350 133 588 25362 87022057009 39093712979 1390240116311 5956 385598232144
832 32520038507676 112 111 21 76371341350 133 589 25490 98438728947 33842340797 1395876941892 5981 388548213622
833 32547649707071 112 111 21 76371341350 133 590 25563 27611199395 13133823319 1400804541031 5985 388754670437
834 32631774835355 113 111 20 77486021995 133 591 24075 84125128284 36768731454 1312901302488 5840 375744389388
835 32682607264789 113 111 20 77486021995 133 592 24360 50832429434 39559902562 1336122532527 5870 379107937033
836 32740876606753 113 111 20 77486021995 133 593 24558 58269341964 28844554161 1343559445057 5891 380312956745
837 32771721992795 113 111 21 76371341350 134 593 24928 30845386042 30845386042 1374404831099 5904 383995907224
838 32818505951408 113 111 21 76371341350 134 594 25197 46783958613 23751468997 1390343403670 5922 385448193290
839 32899316671140 113 111 21 78600702640 134 595 25263 80810719732 22130812393 1394782782052 5936 387349986338
840 32979505058593 113 111 21 79819501692 134 596 25399 80188387453 33798086453 1404674909079 5960 387649362485
841 32985476633164 114 111 21 78600702640 135 596 24098 5971574571 5971574571 1330826981958 5821 377347984704
842 32997841638915 114 111 22 76173568555 136 596 24377 12365005751 12365005751 1343191987709 5827 377632373428
843 32997841638915 114 112 22 76173568555 136 596 24377 68956001682 39181514758 1343191987709 5827 377632373428
844 33057703100530 114 112 22 76173568555 136 597 24523 59861461615 29201501237 1356269490711 5842 378802313936
845 33069985602592 114 112 23 73746434470 137 597 24748 12282502062 12282502062 1368551992773 5847 379199484736
846 33069985602592 114 113 23 73746434470 137 597 24748 94658170822 36577160676 1368551992773 5847 379199484736
847 33069985602592 114 114 23 73746434470 137 597 24748 98438728947 26908615549 1368551992773 5847 379199484736
848 33140091260430 114 114 23 73746434470 137 598 24969 70105657838 31152759064 1380388308647 5883 382643962962
849 33207334578033 114 114 23 73746434470 137 599 25168 67243317603 21732554379 1387770164635 5896 383147217356
850 33238365209597 114 114 23 73746434470 137 600 25471 31030631564 27706111096 1406435790448 5917 383949207850
851 33283063468103 115 114 22 76173568555 137 601 25500 44698258506 28530696972 1412308743086 5935 386407179043
852 33283063468103 116 115 21 73746434470 137 601 23821 67243317603 29201501237 1322705073029 5738 377093600139
853 33338371796605 116 115 21 73746434470 137 602 24014 55308328502 29534031529 1333315143025 5756 379614125292
854 33406066692547 116 115 21 73746434470 137 603 24248 67694895942 34264710100 1345701710465 5784 381195946956
855 33476545179100 116 115 21 73746434470 137 604 24338 70478486553 20503723634 1348485301076 5799 382023473713
856 33481090196398 116 115 22 72112460511 138 604 24482 4545017298 4545017298 1353030318374 5800 382023681210
857 33556077113172 116 115 22 74366675622 138 605 24583 74986916774 24129725104 1357538748595 5819 383671365637
858 33636824314348 116 115 22 76793809707 138 606 24746 80747201176 34678688899 1368180291933 5852 386608505664
859 33713541585134 116 115 22 77658986713 138 607 24967 76717270786 30524280488 1377654245116 5877 387627374335
860 33719985683953 116 115 22 77658986713 138 608 25002 6444098819 865034620 1378126769364 5878 387641071413
861 33805939988996 116 115 22 79394545046 138 609 25257 85954305043 31541421329 1387363803621 5915 390891511525
862 33864301468217 116 115 22 79394545046 138 610 25306 58361479221 12992575482 1388564579037 5926 391060895543
863 33900866305634 116 115 22 79394545046 138 611 25596 36564837417 30848411027 1412846914392 5944 391718763058
864 33980224160356 117 115 21 79357854722 138 612 23965 79357854722 30901497045 1314693413610 5812 368542717961
865 34022989151749 117 115 21 79357854722 138 613 24223 42764991393 21940548624 1320893567586 5827 369144268580
866 34041839241419 117 115 22 78979278681 139 613 24456 18850089670 18850089670 1339743657256 5838 370833170039
867 34128161245169 117 115 22 78979278681 139 614 24603 86322003750 26600750182 1345318459830 5853 373252906357
868 34152006981382 117 115 22 78979278681 139 615 24943 23845736213 22491770755 1362720097224 5868 374039197354
869 34199590306453 117 115 22 78979278681 139 616 25303 47583325071 39374645902 1386457686082 5912 375260070446
870 34199590306453 117 116 22 78979278681 139 616 25303 99598384058 33943787946 1386457686082 5912 375260070446
871 34199591167645 117 116 23 78600702640 140 616 25304 861192 861192 1386458547274 5913 375260931638
872 34251210321524 117 116 23 78600702640 140 617 25364 51619153879 19190978272 1390494376082 5923 375839128911
873 34305708790752 117 116 23 78600702640 140 618 25560 54498469228 29351864214 1402227853917 5942 378621358601
874 34337940703583 118 116 22 78979278681 140 619 25718 32231912831 20932298921 1408848416140 5945 378626100708
875 34340699011223 119 116 22 77172385748 141 619 24393 2758307640 2758307640 1333006021140 5820 367884271923
876 34380911944188 119 116 22 77172385748 141 620 24501 40212932965 18730850905 1340987041274 5830 368773397419
877 34437213931872 119 116 22 77172385748 141 621 24658 56301987684 25601885910 1345669875079 5871 370517532382
878 34504630803804 119 116 22 77172385748 141 622 24856 67416871932 26484361680 1354725267790 5897 372031834607
879 34504630803804 119 117 22 77172385748 141 622 24856 74986916774 29534031529 1354725267790 5897 372031834607
880 34553130073394 119 117 22 77172385748 141 623 24985 48499269590 20176177404 1363011604415 5897 372031834607
881 34616966182555 119 117 22 77172385748 141 624 25074 63836109161 23814631620 1370545725892 5908 372878003234
882 34676755514167 119 117 22 77172385748 141 625 25354 59789331612 30419077779 1381835787914 5934 375160277241
883 34739790606918 119 117 22 77172385748 141 626 25525 63035092751 27997013449 1390372411437 5963 377119735769
884 34825607987016 119 117 22 79773121087 141 627 25912 85817380098 36906711147 1402443357065 5996 378754834533
885 34895611136712 120 117 21 79357854722 141 628 24339 70003149696 32181257893 1312937335999 5832 368115451157
886 34904851297640 120 117 22 77172385748 142 628 24560 9240160928 9240160928 1322177496927 5836 368153565756
887 34976576316412 120 117 22 77172385748 142 629 24788 71725018772 34377362482 1330066406538 5879 369670915696
888 34990383061407 120 117 22 77172385748 142 630 24877 13806744995 7401663660 1334632990605 5883 369754950694
889 34998643618066 120 117 23 74986916774 143 630 24996 8260556659 8260556659 1342893547264 5884 369780862122
890 35012933771555 120 117 23 74986916774 143 631 25038 14290153489 1759412333 1343376955758 5899 370082161296
891 35033079403047 120 117 23 74986916774 143 632 25121 20145631492 13133823319 1349232433761 5899 370082161296
892 35112822395314 120 117 23 79357854722 143 633 25299 79742992267 31017833247 1358972276332 5934 373372276438
893 35148099331060 120 117 23 79357854722 143 634 25700 35276935746 26725205472 1374103580586 5968 374599552444
894 35164583150766 120 117 24 77172385748 144 634 26048 16483819706 16483819706 1390587400292 5974 375130752503
895 35212406718762 120 117 24 77172385748 144 635 26254 47823567996 31583231155 1403134032542 5998 376499746070
896 35221187381062 121 117 23 79357854722 144 636 26302 8780662300 8780662300 1405549777843 5998 376579137255
897 35228256714183 123 117 22 77172385748 145 636 24972 7069333121 7069333121 1325141773677 5890 364277595664
898 35230651150392 123 117 23 74986916774 146 636 25023 2394436209 2394436209 1327536209886 5890 364277595664
899 35255971146598 123 117 23 74986916774 146 637 25140 25319996206 16320010959 1336372386386 5900 365306545259
900 35331153896816 123 117 23 75182750218 146 638 25327 75182750218 37049152127 1348520043853 5932 368970956535
901 35343629823973 123 117 23 75182750218 146 639 25383 12475927157 8698634353 1353926637889 5936 369134795706
902 35431735610991 123 117 23 79357854722 146 640 25559 88105787018 37521284303 1366849674689 5960 374303651523
903 35478490560575 123 117 23 79357854722 146 641 25950 46754949584 36876532820 1388284628067 6012 378305585015
904 35496210945317 123 117 23 79357854722 146 642 26014 17720384742 11483179489 1393529085652 6013 378325823307
905 35501082805500 123 117 24 77172385748 147 642 26137 4871860183 4871860183 1398400945835 6017 378881652075
906 35530540220941 123 117 24 77172385748 147 643 26363 29457415441 23554833477 1410137976534 6027 379550373961
