step byteswritten deletes hits images imagesizes inserts merges pkgs realsize reqsize size upkgs usize
1874 71105918041016 269 268 31 47367160300 300 1307 26538 23826167890 19590559356 1395526907641 5806 375093231828
1875 71158080312825 269 268 31 52162271809 300 1308 26826 52162271809 33721060605 1410224313070 5828 378705629462
1876 71224870012611 272 268 28 55111002644 300 1309 24883 66789699786 37462965370 1316549532032 5607 366219246924
1877 71276275175536 272 268 28 55111002644 300 1310 25161 51405162925 29761071110 1325357668247 5640 367744598614
1878 71318251440929 272 268 28 55111002644 300 1311 25299 41976265393 21177276403 1334520918308 5653 370384849152
1879 71400461542162 272 268 28 55111002644 300 1312 25496 82210101233 36674683939 1347048887669 5717 375133525974
1880 71430077561935 272 268 28 55111002644 300 1313 25764 29616019773 25164517648 1365098372896 5733 376028848832
1881 71489282470310 272 268 28 58226054627 300 1314 25944 59204908375 35538500509 1376936120971 5772 377708380857
1882 71518389829452 272 268 28 58226054627 300 1315 26051 29107359142 13111136516 1382217312223 5782 379846236028
1883 71558008950209 272 268 28 58226054627 300 1316 26261 39619120757 22391342212 1392729073838 5792 380441561598
1884 71604080635295 272 268 28 58226054627 300 1317 26407 46071685086 19455603700 1399181638167 5806 381535734886
1885 71604080635295 272 269 28 58226054627 300 1317 26407 75600739144 24464650199 1399181638167 5806 381535734886
1886 71662990818012 272 269 28 59057545546 300 1318 26546 58910182717 30342687222 1412020135798 5823 387039452030
1887 71733838903918 274 269 26 62997304080 300 1319 25189 70848085906 37707139043 1349913138785 5661 374041074986
1888 71754126572061 274 269 26 62997304080 300 1320 25325 20287668143 19961145172 1367481572276 5669 374322617084
1889 71794183911704 274 269 26 62997304080 300 1321 25532 40057339643 24746666555 1377922892146 5683 374883818768
1890 71843128050699 274 269 26 62997304080 300 1322 25676 48944138995 21268299625 1386809691498 5700 377809799977
1891 71910901911371 274 269 26 67281780229 300 1323 25969 67773860672 34164359164 1397336351291 5731 379019490118
1892 71910901911371 274 270 26 67281780229 300 1323 25969 75600739144 28344859188 1397336351291 5731 379019490118
1893 71968668732442 274 270 26 67281780229 300 1324 26128 57766821071 24879216518 1403698009437 5755 379841885159
1894 72026591359047 275 270 25 67773860672 300 1325 26249 57922626605 28551416120 1406420197381 5771 379972177016
1895 72067796358192 276 270 24 67281780229 300 1326 25133 41204999145 29119635119 1342097011779 5694 375603865028
1896 72119703628341 276 270 24 67281780229 300 1327 25387 51907270149 21586611600 1352799282783 5704 376126060759
1897 72129247786606 276 270 25 66789699786 301 1327 25552 9544158265 9544158265 1362343441048 5704 376126060759
1898 72202511646121 276 270 25 67773860672 301 1328 25730 73263859515 37345160441 1377684673958 5739 379148481288
1899 72219782594769 276 270 25 67773860672 301 1329 26021 17270948648 15361363243 1385411464341 5758 379520772075
1900 72219782594769 276 271 25 67773860672 301 1329 26021 4170372380 4170372380 1385411464341 5758 379520772075
1901 72219782594769 276 272 25 67773860672 301 1329 26021 51907270149 19961145172 1385411464341 5758 379520772075
1902 72247173976907 276 272 25 67773860672 301 1330 26148 27391382138 17836880583 1395531897831 5763 379936912740
1903 72296840949292 276 272 25 67773860672 301 1331 26307 49666972385 21753538252 1403222604823 5784 380736771229
1904 72356260664921 277 272 24 67281780229 301 1332 24990 59419715629 24129725104 1342401261222 5668 374879372307
1905 72428375184624 277 272 24 68193742542 301 1333 25183 72114519703 35069282913 1355096065296 5692 375925361132
1906 72441548853925 277 272 25 67773860672 302 1333 25512 13173669301 13173669301 1368269734597 5692 375925361132
1907 72441548853925 277 273 25 67773860672 302 1333 25512 5942948285 4568116090 1368269734597 5692 375925361132
1908 72521835849798 277 273 25 67773860672 302 1334 25818 80286995873 36294851921 1378604834286 5744 378004898907
1909 72545829486187 277 273 25 67773860672 302 1335 26065 23993636389 18113410583 1389424801374 5751 378054717613
1910 72625642154693 277 273 25 67773860672 302 1336 26264 79812668506 26725205472 1397122950177 5777 379233111492
1911 72660030400366 277 273 25 67773860672 302 1337 26396 34388245673 18317270714 1404119813712 5789 379442128603
1912 72660030400366 278 274 24 68193742542 302 1337 25304 73263859515 24746666555 1351145009303 5712 373453358818
1913 72673079624640 278 274 25 67773860672 303 1337 25574 13049224274 13049224274 1364194233577 5720 374267805716
1914 72720487697748 278 274 25 67773860672 303 1338 25867 47408073108 31152759064 1377214061012 5753 376107893028
1915 72755267544513 278 274 25 67773860672 303 1339 26015 34779846765 22380780956 1388000271388 5768 376800028884
1916 72771910960136 278 274 26 67281780229 304 1339 26348 16643415623 16643415623 1404643687011 5778 378777099628
1917 72823989816515 280 274 24 67281780229 304 1340 24637 52078856379 19864004877 1301470156802 5612 357914055675
1918 72906010464895 280 274 24 67281780229 304 1341 24804 82020648380 35683075805 1310793276991 5651 360929934810
1919 72906010464895 280 275 24 67281780229 304 1341 24804 68613624412 24282383394 1310793276991 5651 360929934810
1920 72912434816448 280 275 25 66789699786 305 1341 24925 6424351553 6424351553 1317217628544 5654 361299346513
1921 72966760800333 280 275 25 66789699786 305 1342 25201 54325983885 37208359486 1336763765664 5691 364583023406
1922 72974732541561 280 275 25 66789699786 305 1343 25231 7971741228 3476157573 1338792558607 5694 364690338926
1923 73030070490807 280 275 25 66789699786 305 1344 25432 55337949246 30992739218 1344463535468 5709 365113979751
1924 73093492414564 280 275 25 66789699786 305 1345 25639 63421923757 30663598163 1353559475340 5741 367920625796
1925 73120104775133 280 275 25 66789699786 305 1346 25879 26612360569 19572059801 1363528420286 5757 369099327888
1926 73165205252479 280 275 25 66789699786 305 1347 26100 45100477346 29423785718 1382016537063 5779 378625785877
1927 73244373378975 280 275 25 66789699786 305 1348 26313 79168126496 37304338597 1392571039147 5799 380181965507
1928 73244373378975 280 276 25 66789699786 305 1348 26313 67773860672 26908615549 1392571039147 5799 380181965507
1929 73247895777185 280 276 26 65105811771 306 1348 26407 3522398210 3522398210 1396093437357 5806 380675311042
1930 73264833784524 280 276 26 65105811771 306 1349 26444 16938007339 5865964092 1399982220422 5808 382368358700
1931 73359976793454 280 276 26 65105811771 306 1350 26745 95143008930 36906711147 1413104580972 5854 386484962633
1932 73427674533906 283 276 23 67697740452 306 1351 24985 67697740452 22491770755 1315368804553 5674 368850950017
1933 73427674533906 283 277 23 67697740452 306 1351 24985 57766821071 24879216518 1315368804553 5674 368850950017
1934 73488440111004 283 277 23 67697740452 306 1352 25125 60765577098 25152865627 1324055525272 5698 371225899273
1935 73547428878066 283 277 23 67697740452 306 1353 25427 58988767062 35878243666 1337943814988 5751 375617177975
1936 73609366506903 283 277 23 67697740452 306 1354 25544 61937628837 22286450824 1344543494579 5765 376170159481
1937 73609366506903 283 278 23 67697740452 306 1354 25544 59204908375 28487048298 1344543494579 5765 376170159481
1938 73610148102099 283 278 24 67243720119 307 1354 25569 781595196 781595196 1345325089775 5768 376173941053
1939 73610148102099 283 279 24 67243720119 307 1354 25569 66789699786 33721060605 1345325089775 5768 376173941053
1940 73685373601276 283 279 24 67735800562 307 1355 25771 75225499177 37521284303 1359785011854 5793 378973034877
1941 73696672498541 283 279 25 67697740452 308 1355 25993 11298897265 11298897265 1371083909119 5798 379036213016
1942 73763108630544 283 279 25 67697740452 308 1356 26150 66436132003 25724622997 1378315132747 5814 381700678656
1943 73836097897670 283 279 25 67773860672 308 1357 26413 72989267126 38879875557 1392315632811 5854 385424180318
1944 73863019502395 283 279 25 67773860672 308 1358 26531 26921604725 15992031431 1402299230197 5859 385455663146
1945 73885902558012 284 279 24 67735800562 308 1359 25222 22883055617 19095430385 1336710398199 5737 373869063227
1946 73922266961278 284 279 24 67735800562 308 1360 25466 36364403266 23974137999 1350191745848 5755 375079682141
1947 73955663556508 284 279 24 67735800562 308 1361 25586 33396595230 16401322934 1356666736353 5764 375550708770
1948 74002995581662 284 279 24 67735800562 308 1362 25776 47332025154 23787530157 1367634358241 5779 376066608643
1949 74091263639216 284 279 24 67735800562 308 1363 26090 88268057554 29193887708 1376734289299 5859 377862600920
1950 74137095054421 284 279 24 67735800562 308 1364 26307 45831415205 27446308203 1389169109274 5873 378943953922
1951 74145668239983 284 279 25 67697740452 309 1364 26488 8573185562 8573185562 1397742294836 5879 379181094425
1952 74200743072183 284 279 25 67697740452 309 1365 26575 55074832200 20624263115 1405485101882 5891 379570858199
1953 74200743072183 285 280 24 67243720119 309 1365 24964 70848085906 30342687222 1314400057319 5739 369462088563
1954 74254578855537 285 280 24 67243720119 309 1366 25193 53835783354 26544293641 1322404425468 5757 370111249724
1955 74254578855537 285 281 24 67243720119 309 1366 25193 82210101233 32887973612 1322404425468 5757 370111249724
1956 74312011293558 285 281 24 67243720119 309 1367 25304 57432438021 24717346456 1326001080135 5779 370755910108
1957 74377964074124 285 281 24 67243720119 309 1368 25518 65952780566 26928606305 1334521422680 5806 374437812781
1958 74402091056917 285 281 24 67243720119 309 1369 25638 24126982793 19961145172 1352224053920 5806 374437812781
1959 74402091056917 285 282 24 67243720119 309 1369 25638 7971741228 4568116090 1352224053920 5806 374437812781
1960 74483671663808 285 282 24 67243720119 309 1370 25789 81580606891 29002767818 1358579161634 5833 376591505289
1961 74530834871305 285 282 24 67243720119 309 1371 26117 47163207497 42909045299 1381615386338 5849 377567294523
1962 74608928775146 285 282 24 67243720119 309 1372 26332 78093903841 26881631746 1388861204273 5876 379144421316
1963 74659932298608 285 282 24 67243720119 309 1373 26409 51003523462 14786557464 1392701520238 5884 379348540661
1964 74659932298608 285 283 24 67243720119 309 1373 26409 57766821071 29761071110 1392701520238 5884 379348540661
1965 74666474120856 285 283 25 66789699786 310 1373 26552 6541822248 6541822248 1399243342486 5884 379348540661
1966 74725385140781 285 283 25 66789699786 310 1374 26724 58911019925 21205970367 1407150838949 5901 380526631488
1967 74795701050650 286 283 24 67243720119 310 1375 25620 70315909869 31738198161 1342954989749 5840 377015398036
1968 74878443804003 286 283 24 67243720119 310 1376 25828 82742753353 37646732189 1355381833233 5870 381205275930
1969 74962306350443 286 283 24 67243720119 310 1377 25889 83862546440 23814631620 1359431711167 5881 381612465170
1970 74963268537806 286 283 25 66789699786 311 1377 25899 962187363 962187363 1360393898530 5881 381612465170
1971 74965987772458 286 283 26 66612915894 312 1377 25977 2719234652 2719234652 1363113133182 5881 381612465170
1972 75063695089117 286 283 26 66612915894 312 1378 26150 97707316659 35701883667 1378077696488 5918 385528154596
1973 75084625684319 286 283 27 66436132003 313 1378 26505 20930595202 20930595202 1399008291690 5932 386081001765
1974 75096463281169 286 283 27 66436132003 313 1379 26576 11837596850 8114568261 1404304066292 5938 386464391690
1975 75096463281169 288 284 25 66436132003 313 1379 24800 88268057554 18997047118 1319846698039 5720 374868873877
1976 75176696890162 288 284 25 66789699786 313 1380 24943 80233608993 37049152127 1333644175029 5755 376782536990
1977 75203518199801 288 284 25 66789699786 313 1381 25075 26821309639 15447831583 1339534889466 5755 376782536990
1978 75276084990661 288 284 25 67697740452 313 1382 25168 72566790860 26303535832 1346148899760 5772 377639121176
1979 75356420705848 288 284 25 67773860672 313 1383 25463 80335715187 41449807209 1364546986110 5812 379080369889
1980 75368599902532 288 284 25 67773860672 313 1384 25516 12179196684 6360556503 1368152997232 5812 379080369889
1981 75368599902532 288 285 25 67773860672 313 1384 25516 80335715187 30992739218 1368152997232 5812 379080369889
1982 75388991200752 288 285 25 67773860672 313 1385 25677 20391298220 14248119086 1376706698602 5820 379311039377
1983 75408084546625 288 285 25 67773860672 313 1386 25797 19093345873 13242336680 1383620847791 5826 379623812583
1984 75437377331143 288 285 25 67773860672 313 1387 25983 29292784518 21584446408 1392522334089 5837 380383794112
1985 75482863304924 288 285 25 67773860672 313 1388 26379 45485973781 36876532820 1411186998231 5879 383923396881
1986 75521246700946 289 285 24 67735800562 313 1389 25316 38383396022 21690410856 1347013750220 5763 372908916266
1987 75521246700946 289 286 24 67735800562 313 1389 25316 38383396022 21690410856 1347013750220 5763 372908916266
1988 75549527109110 289 286 24 67735800562 313 1390 25501 28280408164 19190978272 1356200812511 5776 373514008717
1989 75619474045250 289 286 24 68860398406 313 1391 25833 69946936140 36513216396 1371072916451 5805 375220761756
1990 75619474045250 289 287 24 68860398406 313 1391 25833 72989267126 35878243666 1371072916451 5805 375220761756
1991 75653491296535 289 287 24 68860398406 313 1392 26002 34017251285 18983525857 1376809759572 5816 375626183974
1992 75653491296535 289 288 24 68860398406 313 1392 26002 57766821071 24879216518 1376809759572 5816 375626183974
1993 75733618774782 289 288 24 71256863500 313 1393 26183 80127478247 37325957021 1390147538033 5854 378070925329
1994 75745927053373 289 288 25 69946936140 314 1393 26349 12308278591 12308278591 1402455816624 5857 378140125829
1995 75757302408650 290 288 24 71256863500 314 1394 24963 11375355277 5382048663 1338085570001 5726 368673678667
1996 75808360984258 290 288 24 71256863500 314 1395 25105 51058575608 23554833477 1343658171828 5739 369503841168
1997 75849843735163 290 288 24 71256863500 314 1396 25353 41482750905 21197082658 1351123671448 5756 370128519364
1998 75893663152282 290 288 24 71256863500 314 1397 25573 43819417119 21940548624 1356559692545 5773 370714816811
1999 75946954869337 290 288 24 71256863500 314 1398 25928 53291717055 32324533679 1368368658695 5842 372085289941
2000 76007832126354 290 288 24 71256863500 314 1399 26138 60877257017 34692409263 1378187340104 5878 373357205628
2001 76095758794553 290 288 24 71256863500 314 1400 26254 87926668199 30524280488 1385880399310 5904 374624699110
2002 76115349353909 290 288 25 69946936140 315 1400 26528 19590559356 19590559356 1405470958666 5904 374624699110
2003 76121031513666 292 288 24 68822338296 316 1400 24520 5682159757 5682159757 1312487711283 5686 360971958147
2004 76210951946070 292 288 24 68822338296 316 1401 24649 89920432404 34800054844 1322072428500 5719 364717231743
2005 76247578645917 292 288 24 68822338296 316 1402 24944 36626699847 28530696972 1339108568991 5737 365603842149
2006 76293805688830 292 288 24 68822338296 316 1403 25251 46227042913 27997013449 1348708912057 5760 367053331672
2007 76305408053140 292 288 25 67697740452 317 1403 25571 11602364310 11602364310 1360311276367 5770 367266672565
2008 76305408053140 292 289 25 67697740452 317 1403 25571 82210101233 36674683939 1360311276367 5770 367266672565
2009 76305408053140 292 290 25 67697740452 317 1403 25571 87926668199 25724622997 1360311276367 5770 367266672565
2010 76317738902606 292 290 25 67697740452 317 1404 25585 12330849466 2758307640 1361266770556 5770 367266672565
2011 76397295831621 292 290 25 67697740452 317 1405 25739 79556929015 27407985063 1367834432445 5791 368958971748
2012 76406535992549 292 290 26 64287498734 318 1405 25960 9240160928 9240160928 1377074593373 5793 369007043191
2013 76476432119468 292 290 26 68796933685 318 1406 26165 69896126919 32580912613 1386093463275 5822 370920335391
2014 76530293845899 292 290 26 68796933685 318 1407 26332 53861726431 24499033161 1393728146793 5840 372617518050
2015 76595467924352 292 290 26 68796933685 318 1408 26601 65174078453 34781022942 1405610508191 5872 373677397431
2016 76600012941650 293 290 26 67535102686 319 1408 25472 4545017298 4545017298 1342457785037 5772 366579177505
2017 76600012941650 293 291 26 67535102686 319 1408 25472 962187363 962187363 1342457785037 5772 366579177505
2018 76635253424304 293 291 26 67535102686 319 1409 25738 35240482654 30848411027 1366095903381 5791 371134540205
2019 76699724716579 293 291 26 67535102686 319 1410 25868 64471292275 31583231155 1376705469225 5823 372935515959
2020 76783427352006 293 291 26 67535102686 319 1411 25976 83702635427 29719125818 1382314200811 5839 374082818268
2021 76829196609094 293 291 26 67535102686 319 1412 26258 45769257088 24342965713 1392842975245 5866 374815839626
2022 76890170727306 293 291 26 67535102686 319 1413 26563 60974118212 36223431850 1408047836369 5894 375844122347
2023 76909811712964 295 291 24 67535102686 319 1414 25155 19640985658 18317270714 1336086459012 5739 362819471985
2024 77005058620530 295 291 24 67535102686 319 1415 25351 95246907566 42678173398 1351205888331 5779 364517312970
2025 77021702036153 295 291 25 65174078453 320 1415 25684 16643415623 16643415623 1367849303954 5779 364517312970
2026 77048315579550 295 291 25 65174078453 320 1416 25849 26613543397 19095430385 1377819431728 5779 364517312970
2027 77092385086931 295 291 25 65174078453 320 1417 26186 44069507381 30121370432 1395275395712 5815 366828819716
2028 77108633157252 295 291 25 65174078453 320 1418 26256 16248070321 9099218444 1399215187442 5819 366949753547
2029 77161878155312 295 291 25 65174078453 320 1419 26404 53244998060 20383625858 1408390678121 5825 367143412462
2030 77192301840010 296 291 24 64822685364 320 1420 25386 30423684698 19483879152 1335310830721 5741 356833632771
2031 77211860366437 296 291 24 64822685364 320 1421 25436 19558526427 6541822248 1338621286827 5741 356833632771
2032 77238045367665 296 291 24 64822685364 320 1422 25544 26185001228 13111136516 1345247761628 5741 356833632771
2033 77305002608895 296 291 24 66065659841 320 1423 25752 66957241230 31856443256 1351230884646 5767 357830247266
2034 77318153979403 296 291 24 66065659841 320 1424 25779 13151370508 4440579039 1352051405688 5768 357830426128
2035 77352716209701 296 291 24 66065659841 320 1425 25878 34562230298 18730850905 1360428634758 5768 357830426128
2036 77433067177612 296 291 24 66065659841 320 1426 26043 80350967911 28600708735 1368212811809 5788 361868412099
2037 77433067177612 296 292 24 66065659841 320 1426 26043 43819417119 14248119086 1368212811809 5788 361868412099
2038 77441847839912 296 292 25 65174078453 321 1426 26230 8780662300 8780662300 1376993474109 5791 362067907250
2039 77442932718704 296 292 26 64822685364 322 1426 26284 1084878792 1084878792 1378078352901 5793 362184191034
2040 77488421334940 296 292 26 64822685364 322 1427 26531 45488616236 23478391682 1389004738839 5807 363171912992
2041 77509585108817 296 292 26 64822685364 322 1428 26678 21163773877 11600074847 1397017142208 5815 363802259356
2042 77568412941811 296 292 26 64822685364 322 1429 26898 58827832994 24330039888 1402599977142 5873 365014852544
2043 77615994722597 297 292 25 65174078453 322 1430 27047 47581780786 30031090688 1417038838578 5898 367518113055
2044 77649935162962 298 292 24 64822685364 322 1431 25834 33940440365 22080328575 1332108188407 5775 359076042660
2045 77688918473079 298 292 24 64822685364 322 1432 25968 38983310117 13601803263 1337151058159 5789 359651954386
2046 77764974008896 298 292 24 64822685364 322 1433 26177 76055535817 31541421329 1346249352746 5825 363334607811
2047 77764974008896 298 293 24 64822685364 322 1433 26177 45488616236 18730850905 1346249352746 5825 363334607811
2048 77810572251956 298 293 24 64822685364 322 1434 26292 45598243060 20313754886 1352864285689 5839 364413195126
2049 77868755363153 298 293 24 64822685364 322 1435 26599 58183111197 30687263945 1365449153826 5865 365477887750
2050 77923486496003 298 293 24 64822685364 322 1436 26716 54731132850 20457616486 1372598505890 5870 365760005321
2051 77938762122769 298 293 25 64471292275 323 1436 26991 15275626766 15275626766 1387874132656 5880 366246843455
2052 78012717635102 298 293 25 65174078453 323 1437 27197 73955512333 44820355893 1407098512139 5913 372958735340
2053 78015436869754 299 293 25 64471292275 324 1437 25523 2719234652 2719234652 1321549689237 5767 360403068558
2054 78031816336892 299 293 26 61649562634 325 1437 25951 16379467138 16379467138 1337929156375 5781 362405229552
2055 78040432896642 299 293 27 58827832994 326 1437 26182 8616559750 8616559750 1346545716125 5782 362405366902
2056 78106780748784 299 293 27 64471292275 326 1438 26537 66347852142 43690318700 1367404952031 5814 366982788751
2057 78113634566730 299 293 28 61649562634 327 1438 26716 6853817946 6853817946 1374258769977 5814 366982788751
2058 78117192177940 299 293 28 61649562634 327 1439 26730 3557611210 1071514475 1375097146535 5815 367013370911
2059 78117192177940 299 294 28 61649562634 327 1439 26730 65174078453 32324533679 1375097146535 5815 367013370911
2060 78124515484076 299 294 29 58827832994 328 1439 26964 7323306136 7323306136 1382420452671 5822 367232234058
2061 78124515484076 299 295 29 58827832994 328 1439 26964 69946936140 20624263115 1382420452671 5822 367232234058
2062 78191070999836 299 295 29 64471292275 328 1440 27153 66555515760 28969926681 1390792857234 5845 369748090781
2063 78203458616617 299 295 29 64471292275 328 1441 27229 12387616781 5821682800 1394563914265 5849 369910551416
2064 78280100573543 299 295 29 64471292275 328 1442 27340 76641956926 34153162024 1406031792738 5869 371318174770
2065 78311996299863 300 295 29 64471292275 329 1442 26675 31895726320 31895726320 1380160697987 5830 371531049090
2066 78317378348526 300 295 30 61649562634 330 1442 26729 5382048663 5382048663 1385542746650 5830 371531049090
2067 78388269322049 300 295 30 61649562634 330 1443 26841 70890973523 20728274155 1390085868031 5846 372006998369
2068 78388269322049 300 296 30 61649562634 330 1443 26841 76641956926 32324533679 1390085868031 5846 372006998369
2069 78473479293784 300 296 30 61649562634 330 1444 27070 85209971735 31634028430 1401340327433 5876 373935113510
2070 78473479293784 301 297 29 64471292275 330 1444 26980 83702635427 19455603700 1395658167676 5873 373411740083
2071 78473479293784 301 298 29 64471292275 330 1444 26980 83702635427 22391342212 1395658167676 5873 373411740083
2072 78493280495413 301 298 29 64471292275 330 1445 27077 19801201629 13261436377 1403071752524 5877 373565306997
2073 78493280495413 302 299 28 61649562634 330 1445 25455 64471292275 24499033161 1313151320120 5737 360830648945
2074 78569035882791 302 299 28 61649562634 330 1446 25593 75755387378 34619592329 1322351191738 5770 363592734854
2075 78600302458661 302 299 28 61649562634 330 1447 25835 31266575870 22286450824 1337238300470 5783 364240538340
2076 78631276745602 302 299 28 61649562634 330 1448 26008 30974286941 23667055347 1348411385782 5791 364914766856
2077 78669133133953 302 299 28 61649562634 330 1449 26153 37856388351 16349827817 1355001198263 5803 366981367364
2078 78712686119189 302 299 28 61649562634 330 1450 26425 43552985236 24489513255 1367579896558 5821 369472798462
2079 78802445838660 302 299 28 61649562634 330 1451 26621 89759719471 33952288072 1375129514796 5854 371833966152
2080 78852212326214 302 299 28 61649562634 330 1452 26782 49766487554 25164517648 1387039613999 5868 372541462314
2081 78854686907215 302 299 29 58827832994 331 1452 26879 2474581001 2474581001 1389514195000 5870 372559188925
2082 78854686907215 302 300 29 58827832994 331 1452 26879 64471292275 27997013449 1389514195000 5870 372559188925
2083 78916726534544 302 300 29 62039627329 331 1453 27044 62039627329 30632698575 1401787334775 5888 375975526313
2084 78925204584329 303 300 28 60433730161 331 1454 25550 8478049785 6424351553 1318781105151 5731 364784470145
2085 78964153147386 303 300 28 60433730161 331 1455 25650 38948563057 17836880583 1325833941888 5735 364858152349
2086 79015875221070 303 300 28 60433730161 331 1456 25839 51722073684 23973252519 1334003030336 5752 366040602604
2087 79041612787918 303 300 28 60433730161 331 1457 26120 25737566848 24840016303 1352886779238 5766 368674280728
2088 79080128779444 303 300 28 60433730161 331 1458 26391 38515991526 27362264220 1365665203916 5786 369794717411
2089 79126615925250 303 300 28 60433730161 331 1459 26523 46487145806 22553400511 1373203786665 5799 370325804662
2090 79183912813946 303 300 28 60433730161 331 1460 26826 57296888696 37521284303 1391984683835 5821 375340319447
2091 79253356289474 303 300 28 61649562634 331 1461 27066 69443475528 25226161423 1399388532034 5864 377326883823
2092 79303567848444 303 300 28 61649562634 331 1462 27174 50211558970 18317270714 1403112945198 5864 377326883823
2093 79323469801145 304 300 28 58062360845 332 1462 25812 19901952701 19901952701 1343457968884 5712 359092655320
2094 79374205833283 304 300 28 58062360845 332 1463 26007 50736032138 21292660569 1350374583903 5737 360224268922
2095 79441859199302 304 300 28 61649562634 332 1464 26217 67653366019 37208359486 1367816390952 5769 362483828765
2096 79507090557091 304 300 28 64851325032 332 1465 26341 65231357789 25921169957 1375750860045 5787 366229970555
2097 79569385466507 304 300 28 64851325032 332 1466 26438 62294909416 27797345892 1386323695777 5805 369302133893
2098 79569385466507 304 301 28 64851325032 332 1466 26438 69946936140 36513216396 1386323695777 5805 369302133893
2099 79571517771412 304 301 29 64471292275 333 1466 26624 2132304905 2132304905 1388456000682 5808 369333938767
2100 79652605606692 304 301 29 64471292275 333 1467 26715 81087835280 28212029305 1393788448584 5829 370331875273
2101 79724977067480 304 301 29 64471292275 333 1468 26813 72371460788 21318830852 1398506543353 5838 370898733880
2102 79744728841396 304 301 30 63383100845 334 1468 27240 19751773916 19751773916 1418258317269 5849 371317520719
2103 79781669932950 305 301 29 62294909416 334 1469 26075 36941091554 28344859188 1365551507988 5739 365772639330
2104 79788030489453 305 301 30 60561371205 335 1469 26233 6360556503 6360556503 1371912064491 5739 365772639330
2105 79788030489453 305 302 30 60561371205 335 1469 26233 80350967911 24717346456 1371912064491 5739 365772639330
2106 79868155069359 305 302 30 60561371205 335 1470 26398 80124579906 34603686663 1381145670874 5768 368830563675
2107 79892353563286 305 302 30 60561371205 335 1471 26540 24198493927 14786557464 1390068538035 5776 369120901134
2108 79926135189295 305 302 30 60561371205 335 1472 26816 33781626009 22491770755 1399651670117 5789 369438250192
2109 79967658223639 305 302 30 60561371205 335 1473 26974 41523034344 21732554379 1407393078452 5799 369838277540
2110 80015147417912 308 302 27 62294909416 335 1474 25389 47489194273 24370398681 1317187068944 5646 359866426227
2111 80015147417912 308 303 27 62294909416 335 1474 25389 69946936140 20624263115 1317187068944 5646 359866426227
2112 80108172624309 308 303 27 62294909416 335 1475 25460 93025206397 31417748885 1326509639914 5666 365221880981
2113 80108172624309 308 304 27 62294909416 335 1475 25460 80350967911 26303535832 1326509639914 5666 365221880981
2114 80165140472096 308 304 27 62294909416 335 1476 25719 56967847787 35302499432 1341954453357 5689 369547116665
2115 80230926918526 308 304 27 64471292275 335 1477 25947 65786446430 43396739010 1360251705514 5712 373255248621
2116 80245783201343 308 304 27 64471292275 335 1478 26181 14856282817 11566534546 1368747431828 5726 374718608246
2117 80270558611009 308 304 27 64471292275 335 1479 26305 24775409666 9668585120 1373620888793 5732 374912819466
2118 80338297012570 308 304 27 65231357789 335 1480 26527 67738401561 32191289578 1384391442567 5767 376657871449
2119 80409807630104 308 304 27 65786446430 335 1481 26622 71510617534 24050646228 1390670702312 5782 377921952794
2120 80497287240430 308 304 27 65786446430 335 1482 26804 87479610326 35701883667 1406639695104 5815 383946062228
2121 80523448190818 309 304 26 66762423995 335 1483 26824 26160950388 19490990350 1409163700375 5842 385347653940
2122 80536440766300 311 304 25 67738401561 336 1483 25973 12992575482 12992575482 1362243564071 5765 380101417227
2123 80566865200559 311 304 25 67738401561 336 1484 26074 30424434259 11405994172 1367892588664 5770 381299224892
2124 80566865200559 311 305 25 67738401561 336 1484 26074 93025206397 31417748885 1367892588664 5770 381299224892
2125 80604523374682 311 305 25 67738401561 336 1485 26173 37658174123 18491001865 1375126328528 5782 381881926523
2126 80674565071060 311 305 25 69443475528 336 1486 26386 70041696378 28270576826 1382873115490 5810 382542762497
2127 80730906792131 311 305 25 69443475528 336 1487 26619 56341721071 35388790040 1401556662438 5826 384199771312
2128 80730906792131 312 306 24 68590938544 336 1487 25029 81087835280 28212029305 1325501126621 5682 375420974722
2129 80735451809429 312 306 25 67738401561 337 1487 25173 4545017298 4545017298 1330046143919 5684 375422033963
2130 80744279453730 312 306 25 67738401561 337 1488 25250 8827644301 5032823071 1333491739557 5686 375503329022
2131 80807566100626 312 306 25 67738401561 337 1489 25352 63286646896 21862666179 1340436665382 5701 376042524027
2132 80822841727392 312 306 26 66762423995 338 1489 25627 15275626766 15275626766 1355712292148 5701 376042524027
2133 80854871587409 312 306 26 66762423995 338 1490 25737 32029860017 16483819706 1361581201777 5711 378504567672
2134 80854871587409 312 307 26 66762423995 338 1490 25737 65786446430 19751773916 1361581201777 5711 378504567672
2135 80876943242383 312 307 26 66762423995 338 1491 25897 22071654974 16777552545 1370660281269 5718 378991528508
2136 80924497525962 312 307 26 66762423995 338 1492 26057 47554283579 29534031529 1386184704831 5741 380546006434
2137 80986045443745 312 307 26 66762423995 338 1493 26290 61547917783 38078824584 1400178339035 5775 383383564686
2138 81057195193825 313 307 25 69443475528 338 1494 26195 71149750080 25565410255 1400718136083 5779 385627235107
2139 81128478612522 314 307 24 69695205834 338 1495 24731 71283418697 32193151861 1330888305579 5624 379259002644
2140 81206552427694 314 307 24 69994316259 338 1496 24875 78073815172 30922484926 1339518645223 5651 380571004717
2141 81206552427694 314 308 24 69994316259 338 1496 24875 80350967911 26303535832 1339518645223 5651 380571004717
