0 1022
1 1128
2 1161
3 1479
4 1650
5 6300
6 11733
7 23344
8 37199
9 64718
10 124957
11 227519
12 326063
13 414554
14 501793
15 549538
16 573373
17 589548
18 599008
19 605287
20 608816
21 611713
22 613120
23 613585
24 613741
25 613867
26 613881
27 613895
