0 32179
1 32576
2 43254
3 47711
4 66548
5 136434
6 268986
7 402324
8 470924
9 619272
10 853508
11 1101070
12 1481013
13 1720076
14 1873744
15 1968148
16 2022401
17 2062965
18 2090417
19 2104247
20 2111780
21 2116858
22 2119292
23 2121046
24 2121831
25 2122202
26 2122340
27 2122356
28 2122356
29 2122372
30 2122373
31 2122382
32 2122389
