0 3370
1 3385
2 3390
3 3427
4 5415
5 17239
6 36299
7 63331
8 152829
9 460094
10 870726
11 1244513
12 4434588
13 5732342
14 6178782
15 6340543
16 6416786
17 6459623
18 6480584
19 6500538
20 6519824
21 6528937
22 6534688
23 6538243
24 6540980
25 6542220
26 6542858
27 6542891
28 6543010
29 6543235
30 6543240
