0 391685
1 392121
2 401409
3 406480
4 629193
5 746210
6 1452380
7 2048626
8 3345665
9 6230894
10 9508051
11 13497469
12 16540403
13 18654351
14 20018255
15 20767332
16 21232777
17 21592708
18 21827957
19 21973777
20 22063900
21 22115369
22 22137705
23 22148634
24 22151395
25 22152536
26 22152788
27 22152981
28 22153011
29 22153013
30 22153016
