0 454849
1 530164
2 569643
3 656675
4 843853
5 1422484
6 2391886
7 3819002
8 6710867
9 12392003
10 19522624
11 29143170
12 42316269
13 52239899
14 59341354
15 64175957
16 66729408
17 68131035
18 68920081
19 69482531
20 69796952
21 69982715
22 70077143
23 70128590
24 70155576
25 70164930
26 70172224
27 70177563
28 70179120
29 70180199
30 70180312
31 70180347
