0 460925
1 474651
2 522834
3 600591
4 736509
5 1336812
6 2347329
7 3074652
8 3902986
9 5023600
10 7923378
11 13027119
12 17204126
13 21854748
14 25768344
15 28018192
16 29095142
17 29735465
18 30197555
19 30366477
20 30457305
21 30532717
22 30583375
23 30618800
24 30641208
25 30655980
26 30661766
27 30663607
28 30664376
29 30664395
30 30664408
31 30664413
