0 0
1 0
2 0
3 0
4 0
5 0
6 0
7 0
8 0
9 0
10 0
11 0
12 0
13 9
14 191
15 877
16 1772
17 2342
18 2748
19 3311
20 4429
21 4664
22 4850
23 5134
24 6007
25 6942
26 7714
27 8822
28 10280
29 11143
30 11171
